"section","x","y","path"
"C_only",-15.8551707989473,26.1734394692219,83
"C_only",-16.7244683995058,25.3485068483617,84
"C_only",-17.549401020366,24.4792092478032,85
"C_only",-18.3277075785546,23.5679293518455,86
"C_only",-19.0572547898951,22.6171649153411,87
"C_only",-19.7360430161912,21.6295219175237,88
"C_only",-20.3622117460968,20.6077074192,89
"C_only",-20.9340446946475,19.5545221428845,90
"C_only",-21.4499745074792,18.4728527962135,91
"C_only",-21.9085870568366,17.3656641596804,92
"C_only",-22.3086253175997,16.2359909603782,93
"C_only",-22.648992812702,15.0869295540235,94
"C_only",-22.9287566184982,13.9216294380609,95
"C_only",-23.1471499218428,12.7432846191092,96
"C_only",-23.3035741218715,11.5551248584114,97
"C_only",-23.381187377769,10.5696447917869,98
"C_only",-22.4710840506816,11.1270409049461,99
"AB_not_C",11.9287500847252,-10.0352711833926,1
"AB_not_C",10.9069355864015,-10.6614399132982,2
"AB_not_C",9.85375031008603,-11.233272861849,3
"AB_not_C",8.77208096341507,-11.7492026746806,4
"AB_not_C",7.66489232688199,-12.207815224038,5
"AB_not_C",6.53521912757976,-12.6078534848011,6
"AB_not_C",5.38615772122507,-12.9482209799035,7
"AB_not_C",4.22085760526246,-13.2279847856997,8
"AB_not_C",3.04251278631074,-13.4463780890442,9
"AB_not_C",1.85435302561294,-13.6028022890729,10
"AB_not_C",0.659634986485151,-13.6968286379265,11
"AB_not_C",-0.538366691971211,-13.7281994159183,12
"AB_not_C",-1.73636837042758,-13.6968286379265,13
"AB_not_C",-2.93108640955537,-13.6028022890729,14
"AB_not_C",-4.11924617025317,-13.4463780890442,15
"AB_not_C",-5.29759098920488,-13.2279847856997,16
"AB_not_C",-6.4628911051675,-12.9482209799035,17
"AB_not_C",-7.61195251152219,-12.6078534848011,18
"AB_not_C",-8.74162571082441,-12.207815224038,19
"AB_not_C",-9.84881434735751,-11.7492026746807,20
"AB_not_C",-10.9304836940285,-11.233272861849,21
"AB_not_C",-11.983668970344,-10.6614399132982,22
"AB_not_C",-13.0054834686677,-10.0352711833926,23
"AB_not_C",-13.9228215994687,-9.404984820985,24
"AB_not_C",-13.903139377996,-10.1555121233655,25
"AB_not_C",-13.8045674212825,-11.4079875866129,26
"AB_not_C",-13.6405810529699,-12.6535877181539,27
"AB_not_C",-13.4116297482953,-13.8888984146084,28
"AB_not_C",-13.1183410468706,-15.1105337752229,29
"AB_not_C",-12.7615188326401,-16.3151453823888,30
"AB_not_C",-12.3421411304906,-17.4994314794224,31
"AB_not_C",-11.8613574255532,-18.6601460204504,32
"AB_not_C",-11.3204855125441,-19.7941075675961,33
"AB_not_C",-10.7210078837815,-20.8982080110795,34
"AB_not_C",-10.0645676657765,-21.9694210883301,35
"AB_not_C",-9.35296411553811,-23.0048106787623,36
"AB_not_C",-8.58814768893462,-24.0015388514777,37
"AB_not_C",-7.77221469462957,-24.9568736438367,38
"AB_not_C",-6.90740154824555,-25.8681965495778,39
"AB_not_C",-5.99607864250437,-26.7330096959619,40
"AB_not_C",-5.04074385014539,-27.5489426902669,41
"AB_not_C",-4.04401567742997,-28.3137591168704,42
"AB_not_C",-3.00862608699779,-29.0253626671088,43
"AB_not_C",-1.93741300974718,-29.6818028851137,44
"AB_not_C",-1.39906239787938,-29.9761581066143,45
"AB_not_C",-0.410276571530202,-29.5039120325438,46
"AB_not_C",0.653682375372235,-28.9262294581418,47
"AB_not_C",1.68594963357917,-28.2936552687416,48
"AB_not_C",2.68369583028787,-27.6079233062265,49
"AB_not_C",3.64418621252565,-26.8709131142412,50
"AB_not_C",4.56478814291766,-26.084644786493,51
"AB_not_C",5.44297831556296,-25.2512734298154,52
"AB_not_C",6.27634967224056,-24.3730832571701,53
"AB_not_C",7.06261799998876,-23.4524813267781,54
"AB_not_C",7.79962819197404,-22.4919909445403,55
"AB_not_C",8.48536015448911,-21.4942447478316,56
"AB_not_C",9.11793434388936,-20.4619774896247,57
"AB_not_C",9.69561691829135,-19.3980185427222,58
"AB_not_C",10.2168244899129,-18.3052841446429,59
"AB_not_C",10.6801284650288,-17.1867694044167,60
"AB_not_C",11.0842589596471,-16.0455400931996,61
"AB_not_C",11.428108280173,-14.8847242412079,62
"AB_not_C",11.7107339595195,-13.7075035640044,63
"AB_not_C",11.9313613403445,-12.5171047416378,64
"AB_not_C",12.0893856983329,-11.3167905745367,65
"AB_not_C",12.1843738997036,-10.1098510404001,66
"AB_not_C",12.1910520647271,-9.85554227506024,67
"AB_not_C",11.9287500847252,-10.0352711833926,68
"AC_not_B",-13.9360267442288,-8.8995942765979,1
"AC_not_B",-13.903139377996,-7.64367642983028,2
"AC_not_B",-13.8045674212825,-6.39120096658285,3
"AC_not_B",-13.64058105297,-5.14560083504191,4
"AC_not_B",-13.4116297482954,-3.91029013858738,5
"AC_not_B",-13.1183410468707,-2.68865477797287,6
"AC_not_B",-12.7615188326402,-1.48404317080697,7
"AC_not_B",-12.3421411304907,-0.299757073773398,8
"AC_not_B",-11.8613574255532,0.860957467254577,9
"AC_not_B",-11.3204855125442,1.99491901440029,10
"AC_not_B",-10.7210078837815,3.0990194578837,11
"AC_not_B",-10.0645676657766,4.17023253513433,12
"AC_not_B",-9.35296411553821,5.20562212556651,13
"AC_not_B",-8.58814768893471,6.20235029828193,14
"AC_not_B",-7.77221469462967,7.15768509064091,15
"AC_not_B",-6.90740154824566,8.06900799638208,16
"AC_not_B",-5.99607864250448,8.93382114276611,17
"AC_not_B",-5.04074385014551,9.74975413707116,18
"AC_not_B",-4.04401567743009,10.5145705636747,19
"AC_not_B",-3.00862608699792,11.226174113913,20
"AC_not_B",-1.9374130097473,11.882614331918,21
"AC_not_B",-1.39825817014597,12.1762380542018,22
"AC_not_B",-1.50301096960969,12.2259310509697,23
"AC_not_B",-2.62152570983589,12.6892350260856,24
"AC_not_B",-3.76275502105295,13.093365520704,25
"AC_not_B",-4.9235708730447,13.4372148412299,26
"AC_not_B",-6.10079155024818,13.7198405205763,27
"AC_not_B",-7.29119037261475,13.9404679014013,28
"AC_not_B",-8.49150453971594,14.0984922593897,29
"AC_not_B",-9.69844407385253,14.1934804607604,30
"AC_not_B",-10.9087008376548,14.2251721494559,31
"AC_not_B",-12.118957601457,14.1934804607604,32
"AC_not_B",-13.3258971355936,14.0984922593897,33
"AC_not_B",-14.5262113026948,13.9404679014013,34
"AC_not_B",-15.7166101250613,13.7198405205763,35
"AC_not_B",-16.8938308022648,13.4372148412298,36
"AC_not_B",-18.0546466542566,13.0933655207039,37
"AC_not_B",-19.1958759654736,12.6892350260855,38
"AC_not_B",-20.3143907056998,12.2259310509696,39
"AC_not_B",-21.4071251037792,11.7047234793481,40
"AC_not_B",-22.4710840506816,11.1270409049461,41
"AC_not_B",-23.381187377769,10.5696447917869,42
"AC_not_B",-23.397600470725,10.3604068192836,43
"AC_not_B",-23.4289712487168,9.1624051408272,44
"AC_not_B",-23.397600470725,7.96440346237084,45
"AC_not_B",-23.3035741218714,6.76968542324305,46
"AC_not_B",-23.1471499218427,5.58152566254524,47
"AC_not_B",-22.9287566184982,4.40318084359354,48
"AC_not_B",-22.648992812702,3.23788072763092,49
"AC_not_B",-22.3086253175996,2.08881932127623,50
"AC_not_B",-21.9085870568365,0.959146121974014,51
"AC_not_B",-21.4499745074791,-0.148042514559084,52
"AC_not_B",-20.9340446946475,-1.22971186123004,53
"AC_not_B",-20.3622117460967,-2.28289713754555,54
"AC_not_B",-19.7360430161911,-3.30471163586925,55
"AC_not_B",-19.057254789895,-4.29235463368669,56
"AC_not_B",-18.3277075785545,-5.24311907019107,57
"AC_not_B",-17.5494010203659,-6.15439896614875,58
"AC_not_B",-16.7244683995057,-7.02369656670722,59
"AC_not_B",-15.8551707989472,-7.84862918756747,60
"AC_not_B",-14.9438909029895,-8.62693574575609,61
"AC_not_B",-13.9931264664851,-9.35648295709651,62
"AC_not_B",-13.9228215994687,-9.40498482098499,63
"AC_not_B",-13.9360267442288,-8.8995942765979,64
"BC_not_A",12.2160655883991,-8.89959427659783,1
"BC_not_A",12.1910520647271,-9.85554227506024,2
"BC_not_A",12.9163930825427,-9.35648295709646,3
"BC_not_A",13.8671575190471,-8.62693574575604,4
"BC_not_A",14.7784374150048,-7.84862918756742,5
"BC_not_A",15.6477350155632,-7.02369656670717,6
"BC_not_A",16.4726676364235,-6.1543989661487,7
"BC_not_A",17.2509741946121,-5.243119070191,8
"BC_not_A",17.9805214059525,-4.29235463368662,9
"BC_not_A",18.6593096322487,-3.30471163586919,10
"BC_not_A",19.2854783621542,-2.28289713754548,11
"BC_not_A",19.857311310705,-1.22971186122997,12
"BC_not_A",20.3732411235367,-0.148042514559012,13
"BC_not_A",20.831853672894,0.959146121974076,14
"BC_not_A",21.2318919336571,2.0888193212763,15
"BC_not_A",21.5722594287595,3.23788072763099,16
"BC_not_A",21.8520232345557,4.40318084359361,17
"BC_not_A",22.0704165379003,5.58152566254532,18
"BC_not_A",22.226840737929,6.76968542324312,19
"BC_not_A",22.3208670867825,7.96440346237091,20
"BC_not_A",22.3522378647743,9.16240514082727,21
"BC_not_A",22.3208670867825,10.3604068192838,22
"BC_not_A",22.2268407379289,11.5551248584116,23
"BC_not_A",22.1946685863163,11.8003632922412,24
"BC_not_A",22.0598144592159,11.8826143319181,25
"BC_not_A",20.9557140157325,12.4820919606808,26
"BC_not_A",19.8217524685868,13.0229638736898,27
"BC_not_A",18.6610379275588,13.5037475786273,28
"BC_not_A",17.4767518305252,13.9231252807767,29
"BC_not_A",16.2721402233593,14.2799474950072,30
"BC_not_A",15.0505048627448,14.5732361964319,31
"BC_not_A",13.8151941662903,14.8021875011065,32
"BC_not_A",12.5695940347493,14.9661738694191,33
"BC_not_A",11.3171185715019,15.0647458261326,34
"BC_not_A",10.0612007247343,15.0976331923654,35
"BC_not_A",8.80528287796664,15.0647458261326,36
"BC_not_A",7.55280741471924,14.9661738694191,37
"BC_not_A",6.30720728317829,14.8021875011065,38
"BC_not_A",5.07189658672375,14.5732361964319,39
"BC_not_A",3.85026122610925,14.2799474950072,40
"BC_not_A",2.64564961894335,13.9231252807767,41
"BC_not_A",1.4613635219098,13.5037475786272,42
"BC_not_A",0.300648980881817,13.0229638736897,43
"BC_not_A",-0.833312566263897,12.4820919606807,44
"BC_not_A",-1.39825817014597,12.1762380542018,45
"BC_not_A",-0.410276571530339,11.7047234793482,46
"BC_not_A",0.653682375372108,11.1270409049462,47
"BC_not_A",1.68594963357905,10.494466715546,48
"BC_not_A",2.68369583028775,9.80873475303092,49
"BC_not_A",3.64418621252554,9.07172456104565,50
"BC_not_A",4.56478814291755,8.28545623329746,51
"BC_not_A",5.44297831556285,7.45208487661986,52
"BC_not_A",6.27634967224047,6.57389470397456,53
"BC_not_A",7.06261799998867,5.65329277358256,54
"BC_not_A",7.79962819197396,4.69280239134477,55
"BC_not_A",8.48536015448903,3.69505619463609,56
"BC_not_A",9.11793434388929,2.66278893642915,57
"BC_not_A",9.69561691829129,1.59882998952671,58
"BC_not_A",10.2168244899128,0.506095591447362,59
"BC_not_A",10.6801284650287,-0.612419148778828,60
"BC_not_A",11.0842589596471,-1.75364845999587,61
"BC_not_A",11.428108280173,-2.91446431198763,62
"BC_not_A",11.7107339595194,-4.09168498919111,63
"BC_not_A",11.9313613403445,-5.28208381155768,64
"BC_not_A",12.0893856983329,-6.48239797865886,65
"BC_not_A",12.1843738997036,-7.68933751279545,66
"BC_not_A",12.2160655883991,-8.89959427659783,67
"ABC",12.1910520647271,-9.85554227506024,1
"ABC",12.2160655883991,-8.89959427659783,2
"ABC",12.1843738997036,-7.68933751279545,3
"ABC",12.0893856983329,-6.48239797865886,4
"ABC",11.9313613403445,-5.28208381155768,5
"ABC",11.7107339595194,-4.09168498919111,6
"ABC",11.428108280173,-2.91446431198763,7
"ABC",11.0842589596471,-1.75364845999587,8
"ABC",10.6801284650287,-0.612419148778828,9
"ABC",10.2168244899128,0.506095591447363,10
"ABC",9.69561691829129,1.59882998952671,11
"ABC",9.11793434388929,2.66278893642915,12
"ABC",8.48536015448903,3.69505619463608,13
"ABC",7.79962819197396,4.69280239134477,14
"ABC",7.06261799998867,5.65329277358256,15
"ABC",6.27634967224047,6.57389470397455,16
"ABC",5.44297831556285,7.45208487661986,17
"ABC",4.56478814291755,8.28545623329746,18
"ABC",3.64418621252554,9.07172456104565,19
"ABC",2.68369583028775,9.80873475303092,20
"ABC",1.68594963357905,10.494466715546,21
"ABC",0.653682375372108,11.1270409049462,22
"ABC",-0.410276571530339,11.7047234793482,23
"ABC",-1.39825817014597,12.1762380542018,24
"ABC",-1.9374130097473,11.882614331918,25
"ABC",-3.00862608699792,11.226174113913,26
"ABC",-4.04401567743009,10.5145705636747,27
"ABC",-5.04074385014551,9.74975413707116,28
"ABC",-5.99607864250448,8.93382114276611,29
"ABC",-6.90740154824566,8.06900799638208,30
"ABC",-7.77221469462967,7.15768509064091,31
"ABC",-8.58814768893471,6.20235029828193,32
"ABC",-9.35296411553821,5.20562212556651,33
"ABC",-10.0645676657766,4.17023253513433,34
"ABC",-10.7210078837815,3.0990194578837,35
"ABC",-11.3204855125442,1.99491901440029,36
"ABC",-11.8613574255532,0.860957467254577,37
"ABC",-12.3421411304907,-0.299757073773398,38
"ABC",-12.7615188326402,-1.48404317080697,39
"ABC",-13.1183410468707,-2.68865477797287,40
"ABC",-13.4116297482954,-3.91029013858738,41
"ABC",-13.64058105297,-5.14560083504191,42
"ABC",-13.8045674212825,-6.39120096658285,43
"ABC",-13.903139377996,-7.64367642983028,44
"ABC",-13.9360267442288,-8.8995942765979,45
"ABC",-13.9228215994687,-9.404984820985,46
"ABC",-13.0054834686677,-10.0352711833926,47
"ABC",-11.983668970344,-10.6614399132982,48
"ABC",-10.9304836940285,-11.233272861849,49
"ABC",-9.84881434735751,-11.7492026746807,50
"ABC",-8.74162571082441,-12.207815224038,51
"ABC",-7.61195251152219,-12.6078534848011,52
"ABC",-6.4628911051675,-12.9482209799035,53
"ABC",-5.29759098920488,-13.2279847856997,54
"ABC",-4.11924617025317,-13.4463780890442,55
"ABC",-2.93108640955537,-13.6028022890729,56
"ABC",-1.73636837042758,-13.6968286379265,57
"ABC",-0.538366691971211,-13.7281994159183,58
"ABC",0.659634986485151,-13.6968286379265,59
"ABC",1.85435302561294,-13.6028022890729,60
"ABC",3.04251278631074,-13.4463780890442,61
"ABC",4.22085760526246,-13.2279847856997,62
"ABC",5.38615772122507,-12.9482209799035,63
"ABC",6.53521912757976,-12.6078534848011,64
"ABC",7.66489232688199,-12.207815224038,65
"ABC",8.77208096341507,-11.7492026746806,66
"ABC",9.85375031008603,-11.233272861849,67
"ABC",10.9069355864015,-10.6614399132982,68
"ABC",11.9287500847252,-10.0352711833926,69
"ABC",12.1910520647271,-9.85554227506024,70
